1,-1,-1,1,0,1,0,0,0,0
1,-1,-1,1,0,1,0,0,0,0
1,-1,-1,1,0,1,0,0,0,0
1,-1,-1,1,0,1,0,0,0,0
1,-1,-1,1,0,1,0,0,0,0
1,-1,-1,1,0,1,0,0,0,0
1,-1,-1,1,0,1,0,0,0,0
1,-1,-1,1,0,1,0,0,0,0
1,-1,-1,1,0,1,0,0,0,0
1,-1,-1,1,0,1,0,0,0,0
1,-1,-1,1,0,1,0,1,1,0
1,-1,-1,1,-0.4,0.6,0,1,1,0
0.6,-1,-1,0.627,-0.4,1,0,1,1,1
0.6,-0.637,-1,1,-0.4,1,0,1,1,1
0.6,-0.65,-1,1,-0.4,1,0,1,1,1
0.6,-0.663,-1,1,-0.4,1,0,1,1,1
0.6,-0.677,-1,1,-0.4,1,0,1,1,1
0.6,-0.69,-1,1,-0.4,1,0,1,1,1
0.6,-0.703,-1,1,-0.4,1,0,1,1,1
0.6,-0.717,-1,1,-0.4,1,0,1,1,1
0.6,-0.73,-1,1,-0.4,1,1,0,1,1
1,-1,-0.61,0.733,-0.4,1,1,0,1,1
1,-1,-0.623,0.733,0.39,1,1,0,1,0
1,-1,-0.637,0.733,0.393,0.733,1,0,1,0
1,-1,-0.633,0.733,0.397,0.733,1,0,1,0
1,-1,-0.63,0.733,0.4,0.733,1,0,1,0
1,-1,-0.627,0.733,0.403,0.733,1,0,1,0
1,-1,-0.623,0.733,0.407,0.733,1,0,1,0
1,-1,-0.62,0.733,0.41,0.733,1,0,1,0
1,-1,-0.617,0.733,0.413,0.733,1,0,1,0
1,-1,-0.613,0.733,0.417,0.733,1,1,0,0
1,-1,-0.61,0.747,0.403,0.733,1,1,0,0
1,-1,-0.593,0.76,0.403,0.733,1,1,0,0
1,-1,-0.607,0.773,0.403,0.733,1,1,0,0
1,-1,-0.62,0.787,0.403,0.733,1,1,0,0
1,-1,-0.633,0.8,0.403,0.733,1,1,0,0
1,-1,-0.647,0.813,0.403,0.733,1,1,0,0
1,-1,-0.66,0.827,0.403,0.733,1,1,0,0
1,-1,-0.673,0.84,0.403,0.733,1,1,0,0
1,-1,-0.687,0.853,0.403,0.733,1,1,0,0
1,-1,-0.7,0.867,0.403,0.733,0,0,0,0
1,-1,-0.7,0.853,0.403,0.747,0,0,0,0
1,-1,-0.7,0.823,0.403,0.747,0,0,0,0
1,-1,-0.7,0.823,0.403,0.733,0,0,0,0
1,-1,-0.7,0.81,0.403,0.72,0,0,0,0
1,-1,-0.7,0.797,0.403,0.707,0,0,0,0
1,-1,-0.7,0.783,0.403,0.693,0,0,0,0
1,-1,-0.7,0.77,0.403,0.68,0,0,0,0
1,-1,-0.7,0.757,0.403,0.667,0,0,0,0
1,-1,-0.7,0.743,0.403,0.653,0,0,0,0
1,-1,-0.7,0.76,0.403,0.64,0,1,1,0
1,-1,-0.687,0.743,0.403,0.613,0,1,1,0
1,-1,-0.673,0.743,0.387,0.613,0,1,1,1
1,-1,-0.69,0.773,0.383,0.627,0,1,1,1
1,-1,-0.693,0.787,0.38,0.64,0,1,1,1
1,-1,-0.697,0.8,0.377,0.653,0,1,1,1
1,-1,-0.7,0.813,0.373,0.667,0,1,1,1
1,-0.817,-0.703,1,0.37,0.68,0,1,1,1
1,-0.817,-0.707,1,0.367,1,0,1,1,1
1,-0.817,-0.71,1,-0.373,1,0,1,1,1
1,-0.817,-0.713,1,-0.387,1,1,0,1,1
1,-0.85,-0.7,1,-0.4,1,1,0,1,1
1,-0.837,-0.7,1,0.39,1,1,0,1,0
1,-0.823,-0.7,1,0.393,0.733,1,0,1,0
1,-1,-0.683,0.813,0.397,0.733,1,0,1,0
1,-1,-0.667,0.8,0.4,0.733,1,0,1,0
1,-1,-0.65,0.787,0.403,0.733,1,0,1,0
1,-1,-0.633,0.773,0.407,0.733,1,0,1,0
1,-1,-0.617,0.76,0.41,0.733,1,0,1,0
1,-1,-0.6,0.747,0.413,0.733,1,0,1,0
1,-1,-0.613,0.733,0.417,0.733,1,1,0,0
1,-1,-0.61,0.747,0.403,0.733,1,1,0,0
1,-1,-0.593,0.76,0.403,0.733,1,1,0,0
1,-1,-0.607,0.773,0.403,0.733,1,1,0,0
